<<<<<<< HEAD
audio_path,sentence,language
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_29927692.mp3,Il se forme une molécule d'eau lors de cette réaction.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_20051627.mp3,"Elle découvre, absorbe et aime de nouvelles cultures, nouveaux langages, nouveaux horizons.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18645586.mp3,We have a commitment to renewable sources.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18626561.mp3,The penitent trooper shook his head.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_24822324.mp3,L'immigration polonaise a fortement influencé les traditions minières et culturelles en France.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_560339.mp3,A hundred nuns stampeded the Vatican.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_18046667.mp3,Allée de la Croix Saint-Pierre au numéro soixante-six,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_20019566.mp3,Helen Walsh est née à Warrington près de Liverpool.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_20302533.mp3,Ses chansons sont écrites en gallois ou en anglais.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_27699852.mp3,"Du côté de Charenton-le-Pont, il délivra un autre malfaiteur qui avait rompu le pont.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_36395929.mp3,Le siège du comté est Canyon.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_22736483.mp3,Il conserve ce nom jusqu'à la Révolution.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_16757.mp3,This is for you.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_17718852.mp3,"Not too bad, I suppose.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_23613117.mp3,"Bien que courageux, il a toujours été un piètre détective.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_17713938.mp3,"cinq piedegrolle, quatre-vingt-six, huit cents à Lavoux",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_19913719.mp3,"Les meneuses de troupeau, qui connaissent les parcours, introduisent les plus jeunes.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_32418453.mp3,Le cœur du village de Cornesse est habité par une centaine de personnes.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_526657.mp3,I just wanted to be sure.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_33778704.mp3,Elle continue néanmoins de circuler.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_19778633.mp3,Il fut ensuite conseiller dans le cabinet du premier ministre.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_20840727.mp3,"La finition, le polissage des vers, l'apparence étaient l'essentiel.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_19659793.mp3,C'est l'une des projets les plus importants de Renouvellement urbain en Europe.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_636392.mp3,I don’t mean that.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_583563.mp3,The alchemist knocked on the gate of the monastery.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_207300.mp3,I don't even know who I'm talking to any more.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_556645.mp3,Do you want to get us scooped?,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_1085647.mp3,The woman shook her head.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_17306931.mp3,La parole est à Monsieur le Premier ministre.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_27751938.mp3,Cette espèce est endémique des grottes de Lençóis dans État de Bahia au Brésil.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_18323771.mp3,"cent soixante et onze chemin de Massariès, trente, cent quarante, Tornac",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_61054.mp3,The Englishman was unable to sleep one night.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_30440525.mp3,Cette source est située à au Nord de la source de la rivière Daniel.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_98013.mp3,"""You can't go any farther,"" one of them said.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_33558463.mp3,Son expérience en constituerait une preuve inédite.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_35839715.mp3,L'exarchat couvre le territoire vénézuélien.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_27478955.mp3,Un mot ! un seul mot de pardon !,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18101406.mp3,Two to one are odds at football.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_20349012.mp3,"Pour un Polonais, ma foi ! . . .",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_24103885.mp3,Harmony est un élément crucial pour le développement de la structure orbitale.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_650909.mp3,The screen before the fire kept in the sparks.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_617305.mp3,You really do wonder when they'll get a new couch.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18422522.mp3,"Instead, he arrived on the night of the second day.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_36285377.mp3,Il est aussi un des premiers artistes de l’art informatique.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_23729182.mp3,"Or cette explosion n'a pas eu lieu à Volgodonsk, mais à Moscou.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18163439.mp3,For donkeys' ages.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_21378010.mp3,C'est la dernière tombe découverte par Victor Loret.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_18038886.mp3,six lotissement Les Hauts de Solenzara,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_32621710.mp3,Ces districts ont été supprimés le et remplacés par quatre régions.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_20255639.mp3,"Cependant, l'impact ouvre un gouffre.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_26643160.mp3,La création d'une darse a été évoquée.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_664499.mp3,Fresh coffee is much better than the freeze dried stuff.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18325014.mp3,The chemistry laboratory was next to the biology lab,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_38761035.mp3,Et la justice n'informe même pas.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_26790197.mp3,Il joue de la contrebasse et de la guitare basse.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_36530595.mp3,La rencontre est marquée par deux bagarres générales.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_19025210.mp3,Scharrer est nommé ensuite directeur de jardin de l'Empire.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_682172.mp3,Look at the policy I gave him!,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_18375503.mp3,"Impasse Suzanne Lenglen, zéro sept, cinq cents Guilherand-Granges",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_24637788.mp3,"Il se marie jeune, pour échapper à son univers familial étouffant.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_32513464.mp3,"Ayant atteint la cinquantaine, Christian Darrouy s'est mis au golf.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18326997.mp3,Famine had been my great ally.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_33055.mp3,"You must love the desert, but never trust it completely.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_39696742.mp3,Kelly avait donc été invité à un concert de Kiss avec un laissez-passer.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18550356.mp3,We shall have him.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_25706926.mp3,Cette richesse trouvée dans le répertoire du chant grégorien est remarquable.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_19680211.mp3,Rauno Sappinen dispute trois matchs en Ligue Europa.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_653347.mp3,All set for the big night?,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_496363.mp3,Paper cups are bad for the environment if you throw them in the garbage.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_18233974.mp3,Les primes de cette terreur étaient très-fortes.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_676009.mp3,Wait a minute here.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_31005734.mp3,Il est le fils de l'ancien international portugais Samuel Quina.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_17286298.mp3,The castle was built in the early sixteenth century.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_693272.mp3,They had gone away to breakfast at Henderson's house.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_15755693.mp3,Empty vessels make the most noise.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_17994400.mp3,Remind me to feed the cat when I get home.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_18445096.mp3,Cela n'est point sûr.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_18076313.mp3,"vingt-trois rue Mahuzies, quatre-vingt-un, cent, Castres",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_20459183.mp3,Une autre source de chiffre d'affaires était l'affiliation e-commerce.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_68970.mp3,His expression reminded me of a horse chewing hay.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_17873021.mp3,"Oh dear, oh dear!",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_36285322.mp3,Il s'y signale en prenant position en faveur d'une constitution fédérale.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_19846261.mp3,C'est le premier réalisé avec le claviériste Daniel Mÿhr.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_23972863.mp3,Les Nibelungen avaient pour roi Nibelung.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_25620145.mp3,Il est le frère de Molly Bloom.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_17978821.mp3,She can't survive a day without having a kebab.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_22383864.mp3,Il s'agissait de préfabriqués installés rue des Canonniers dans le centre-ville de Valenciennes.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_20160988.mp3,Son fils Adolphe-Frédéric V lui succède.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_20221950.mp3,Ils portent aujourd’hui le nom des anciens studios.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_19374199.mp3,Il sert à réduire tous les corps en leur matière première.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_603783.mp3,"""There are rumors of tribal wars,"" he told them.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_24388202.mp3,"Il est majoritairement albanais, avec une forte minorité bosniaque.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18129460.mp3,Empty barrels make the most noise.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_19048681.mp3,Un gîte d'étape est également à disposition des touristes et des gens de passage.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_23764157.mp3,Elle démystifie son mari qui revient tout penaud.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_613843.mp3,The boy preferred wine.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_19760744.mp3,Le groupe compterait entre quelques centaines et quelques milliers de militants.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_27009359.mp3,Villegaudin fait partie de la Bresse bourguignonne.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_32256954.mp3,La série se déroule au début du en Égypte sous domination anglaise.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_17309652.mp3,How much do you want?,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_38820674.mp3,Les travaux dureront trois ans.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_38783979.mp3,Le confort est encore sommaire et la vie un peu rude.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18074555.mp3,The hardest work is to do nothing.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18711382.mp3,"The headlining bands were The Cure, Interpol, The Rapture, and Mogwai.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_155703.mp3,"And, in that way, the months passed.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_26055372.mp3,Il voit cela comme un aspect évolutif de la même esthétique que ses photographies.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_24930011.mp3,Les petits enfants! répéta-t-elle d’une voix attendrie.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_17888284.mp3,L’enseigne n’étiont pas accrochée.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_17562499.mp3,"Bananas contain a lot of sugar, even though they are fruits.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_26842913.mp3,C'est le chef-lieu administratif du district du même nom.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_35203437.mp3,"Et puis, sale trouille, veux-tu bien fermer la maison, à cause des voleurs!",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_21459319.mp3,Il fait partie de la commune de Mengueme.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_17776824.mp3,"When Alvin was a little boy, he loved to watch Bud Spencer and Terence Hill.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_17804412.mp3,J’entendais les grenouilles.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_17320969.mp3,couper les carottes en julienne et émincer l’oignon.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_33589116.mp3,Elle compte parmi les premières citoyennes à se lancer à l’assaut du Grand Conseil.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_17766955.mp3,"vingt-cinq lotissement Lou Roc, trente-quatre, cent vingt, Lézignan-la-Cèbe",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_23593415.mp3,Deux députés sortants sont battus.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_199348.mp3,The priest collapsed backwards.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_17350819.mp3,Qui croiras-tu ? - Elle.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18327540.mp3,"Eighteen hundred, he calculated.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_20466495.mp3,"Dans l'île, il appartient à une famille de moyens propriétaires.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_17851688.mp3,We chose a torus topology for our network.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_24014392.mp3,Ce travail récent reste toutefois à évaluer de façon critique.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_16666142.mp3,It is a band of steel three inches wide.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_514743.mp3,"""I've been looking for you all morning,"" he said, as he led the boy outside.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_19147737.mp3,Chaque niveau est concrétisé par une carte au format carte de crédit.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_17928198.mp3,"Le dix-huit, le quartier-général fut transporté à Ingolstadt.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_428249.mp3,What do you know about him?,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_614647.mp3,The usage of high information content is meaningless.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_21307351.mp3,Cafu connaît très vite de grands succès avec son club.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_21513877.mp3,"Finalement, ils la laissèrent partir pour Médine avec son fils.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_38821497.mp3,Il ôta lentement sa pipe.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_17318201.mp3,"La parole est à Monsieur Marc Fesneau, pour soutenir l’amendement numéro quatre cent treize.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_484595.mp3,Salim moved from India to the Netherlands.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_39971610.mp3,"Pour la lisibilité du diagramme, une seule dimension spatiale est représentée.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_32255606.mp3,La méthode pour tuer un loup requiert du métal argent.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_28704899.mp3,Len se lancent dans leur album instrumental ' publié chez Rawkus.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_31172478.mp3,Il se décide enfin ; d'un air soucieux et distrait.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_661048.mp3,Fifty cents on the dollar!,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_25451924.mp3,Chaque étoile individuelle représentait six mois d'emprisonnement.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_23976484.mp3,L'oreille penchée sur son téléphone.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18152814.mp3,Watt is the SI unit of power.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_17344471.mp3,trente et une.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_18483743.mp3,"Too much, he told me, with ominous rolling head.",en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_26262658.mp3,"En effet, l'Opposition unifiée tient peu de temps dans le bastion de Léningrad.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/en/clips/common_voice_en_56021.mp3,Somebody would have seen it.,en
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_32141776.mp3,"Kidd, mécontent, demande à être transféré.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_36901558.mp3,Les deux personnages se rencontrent sur une plage et tombent amoureux l'un de l'autre.,fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_36014297.mp3,"Dès ses seize ans, il conçoit un projet de voyage en Angleterre.",fr
C:/Users/Minfo/Desktop/S2/DeepLearning/projet/cv-corpus-21.0-2025-03-14/fr/clips/common_voice_fr_17869562.mp3,Aramis fit un signe de tête.,fr
